x_coord,y_coord,Pseduo_labels,Grade_labels
-0.36943018436431885,0.002470908686518669,1.0,2.0
-0.09164074808359146,0.007834049873054028,0.0,1.0
0.6157978177070618,-0.03242453932762146,9.0,0.0
0.5880225896835327,-0.0016192273469641805,4.0,0.0
-0.34335339069366455,-0.12945620715618134,1.0,0.0
-0.49691706895828247,-0.0077635254710912704,3.0,1.0
0.5850390195846558,0.06837985664606094,2.0,0.0
-0.48673146963119507,0.1673726588487625,8.0,0.0
-0.08407709747552872,0.05107314884662628,0.0,1.0
-0.5223691463470459,-0.11401989310979843,6.0,0.0
0.5570970177650452,-0.016119088977575302,9.0,1.0
0.39073237776756287,0.11096825450658798,7.0,1.0
0.5077396035194397,-0.054519109427928925,9.0,2.0
-0.39994391798973083,-0.1351427137851715,1.0,0.0
-0.42726802825927734,-0.14509081840515137,6.0,0.0
-0.3007957935333252,-0.1598549336194992,5.0,0.0
-0.5060731172561646,0.01342309731990099,3.0,0.0
0.6363446116447449,0.0530693382024765,4.0,1.0
0.5197492837905884,-0.0596521720290184,9.0,2.0
-0.005077267065644264,-0.0682796835899353,0.0,0.0
0.3911833167076111,0.02476353570818901,7.0,0.0
0.4532444477081299,-0.06652248650789261,7.0,1.0
-0.4274984300136566,-0.07852348685264587,1.0,1.0
0.5184850692749023,0.006448572967201471,9.0,2.0
-0.5383681058883667,0.1256721168756485,3.0,0.0
0.4069758355617523,-0.011927405372262001,7.0,0.0
0.6503176093101501,0.027398180216550827,9.0,1.0
0.5471513867378235,0.028363436460494995,9.0,1.0
-0.4018687605857849,-0.11320404708385468,1.0,2.0
-0.49766749143600464,0.032850246876478195,6.0,0.0
-0.4212663769721985,0.06423240900039673,3.0,0.0
0.6281665563583374,0.04473096877336502,4.0,1.0
0.5528948307037354,0.013275961391627789,9.0,1.0
-0.329552561044693,0.040570419281721115,5.0,2.0
-0.3098984658718109,-0.0767168328166008,1.0,2.0
0.5993868112564087,0.010396689176559448,9.0,0.0
-0.5431719422340393,0.0839715301990509,3.0,0.0
-0.3926622271537781,0.019655710086226463,6.0,0.0
-0.49826106429100037,0.07260381430387497,3.0,0.0
-0.4956585168838501,-0.07573188841342926,6.0,0.0
-0.3809455931186676,-0.06450923532247543,5.0,0.0
0.4008575975894928,-0.07629742473363876,7.0,0.0
0.470872163772583,-0.04517655819654465,9.0,2.0
0.41104191541671753,0.004684988874942064,7.0,1.0
-0.40641045570373535,0.11651334911584854,3.0,1.0
0.5511416792869568,-0.02998352237045765,9.0,1.0
0.5613551735877991,0.025567403063178062,9.0,1.0
0.6108536124229431,-0.002243055496364832,9.0,0.0
-0.4441317915916443,0.07027006894350052,3.0,0.0
0.5859808325767517,0.02443874068558216,4.0,0.0
-0.5105482339859009,0.16558432579040527,3.0,0.0
0.11382529884576797,0.05170609802007675,0.0,0.0
0.3652042746543884,0.016349414363503456,7.0,0.0
0.6591613292694092,-0.02147572860121727,9.0,0.0
0.6109980344772339,-0.007357021793723106,9.0,0.0
0.6344572901725769,0.03800498694181442,4.0,0.0
0.33936503529548645,-0.041921742260456085,7.0,0.0
-0.35699257254600525,0.06334429979324341,5.0,0.0
0.5515800714492798,0.03633159399032593,9.0,2.0
-0.4690263867378235,-0.13012488186359406,1.0,0.0
0.47699809074401855,-0.04215145483613014,9.0,1.0
0.5139323472976685,0.012434864416718483,9.0,1.0
0.5222868323326111,-0.05494066700339317,9.0,0.0
-0.2967662513256073,-0.15485689043998718,5.0,1.0
-0.12618497014045715,-0.08591606467962265,5.0,2.0
-0.4018441140651703,0.07577034085988998,3.0,0.0
-0.3357217311859131,-0.044475629925727844,5.0,0.0
0.4266611337661743,0.047620151191949844,4.0,2.0
0.07028571516275406,0.026992034167051315,0.0,0.0
-0.4771096110343933,0.3618842363357544,8.0,0.0
0.4256249964237213,-0.03831818327307701,7.0,0.0
0.5761277079582214,0.03786078840494156,9.0,0.0
0.41530710458755493,-0.022649435326457024,7.0,0.0
0.3579804003238678,0.018013233318924904,7.0,2.0
0.5299471616744995,0.0416530966758728,4.0,0.0
0.5613701343536377,-0.032392315566539764,9.0,0.0
-0.5286322236061096,0.16085784137248993,3.0,0.0
-0.4951323866844177,0.03149588406085968,1.0,2.0
0.20715214312076569,-0.07865826040506363,0.0,1.0
0.1969384104013443,0.10952682793140411,0.0,0.0
-0.3129490613937378,-0.013717182911932468,5.0,0.0
0.22491678595542908,-0.07532912492752075,0.0,1.0
-0.2994171380996704,-0.1285969614982605,5.0,1.0
-0.4765684902667999,-0.08754277229309082,6.0,1.0
-0.5358095169067383,0.10339876264333725,3.0,0.0
-0.5431798696517944,-0.09344876557588577,6.0,1.0
-0.35463863611221313,-0.06724755465984344,5.0,0.0
-0.0954093486070633,0.08299881219863892,0.0,1.0
0.6313186287879944,0.026660297065973282,9.0,1.0
0.41780051589012146,0.09266574680805206,7.0,1.0
-0.323432594537735,-0.02140919864177704,5.0,0.0
-0.47007229924201965,-0.223933607339859,1.0,0.0
-0.34954577684402466,-0.04907373711466789,5.0,0.0
-0.2559150159358978,0.011858170852065086,5.0,2.0
0.5841634273529053,-0.026479370892047882,4.0,0.0
-0.42900845408439636,0.12308983504772186,3.0,1.0
-0.4644506573677063,-0.13432346284389496,1.0,0.0
-0.4376237690448761,-0.09446876496076584,1.0,2.0
-0.5347386598587036,-0.16123563051223755,1.0,0.0
-0.4503708481788635,0.01396153960376978,3.0,0.0
-0.35072383284568787,-0.11273025721311569,6.0,0.0
-0.4747747480869293,-0.08740098774433136,1.0,1.0
0.43747514486312866,0.05363495275378227,7.0,0.0
0.6190653443336487,-0.0174246933311224,9.0,1.0
-0.3542889654636383,0.0040190815925598145,5.0,2.0
-0.507715106010437,-0.010970216244459152,6.0,2.0
0.550159752368927,0.06476863473653793,4.0,0.0
0.3204318881034851,0.02596893534064293,7.0,0.0
-0.5816826820373535,0.06593658030033112,3.0,0.0
0.3422803580760956,-0.09205275774002075,7.0,2.0
-0.4200810492038727,0.12422335147857666,3.0,0.0
0.45960259437561035,-0.07466341555118561,7.0,0.0
-0.3228016793727875,-0.04005488008260727,5.0,0.0
-0.4088971018791199,0.048290081322193146,3.0,1.0
-0.42747360467910767,-0.014566606841981411,3.0,0.0
-0.49265846610069275,-0.04971066862344742,6.0,0.0
0.39544734358787537,-0.011244555003941059,4.0,2.0
0.4189835786819458,0.015218805521726608,7.0,1.0
0.3834109902381897,-0.027199381962418556,7.0,2.0
-0.38232436776161194,0.04299457371234894,3.0,1.0
-0.5284639596939087,-0.05742241069674492,6.0,1.0
-0.40317922830581665,-0.12218485027551651,1.0,0.0
-0.36531922221183777,-0.11056937277317047,5.0,0.0
0.6106815338134766,0.025172747671604156,9.0,0.0
-0.4617405831813812,0.31117454171180725,8.0,0.0
-0.29750490188598633,0.10006281733512878,3.0,2.0
